Xkr4	0	0	0	0	0	0	0	0	0	0	0	0
Rp1	0	0	0	0	0	0	0	0	0	0	0	0
Sox17	0	1	0	1	1	1	1	0	0	0	0	0
Mrpl15	1	1	0	0	0	0	0	1	0	0	1	0
Lypla1	1	1	0	0	0	0	1	1	1	0	1	1
Tcea1	1	1	0	0	0	0	1	0	0	1	0	1
Rgs20	1	1	0	0	0	0	0	0	0	0	0	0
Atp6v1h	1	0	0	0	0	0	1	1	1	0	0	0
Oprk1	0	0	0	0	0	0	0	0	0	0	0	0
Rb1cc1	1	1	0	0	1	1	1	1	1	0	1	0
Pcmtd1	1	1	0	0	0	0	1	0	0	1	0	1
Sntg1	0	0	0	0	0	0	0	0	0	0	0	0
Rrs1	1	1	0	1	1	1	1	1	0	0	0	0
Adhfe1	1	0	0	0	0	0	0	0	0	0	0	0
2610203C22Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mybl1	0	0	0	0	0	0	0	0	0	0	0	0
Vcpip1	1	1	0	0	0	1	1	1	0	1	1	1
1700034P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
Sgk3	0	0	0	0	0	0	0	0	0	0	0	0
6030422M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Snhg6	0	1	0	0	1	1	1	1	1	1	1	1
Ppp1r42	0	0	0	0	0	0	0	0	0	0	0	0
Cops5	0	0	0	0	0	0	1	1	0	0	0	0
Cspp1	1	1	0	0	0	0	0	0	0	1	0	0
Arfgef1	1	1	0	0	1	0	1	0	0	1	1	0
Cpa6	0	0	0	0	0	0	0	0	0	0	0	0
Prex2	1	1	0	0	1	0	0	1	1	1	1	1
A830018L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
4932411L15	0	0	0	0	0	0	0	0	0	0	0	0
Sulf1	1	1	0	1	0	0	1	1	0	1	0	1
Slco5a1	0	0	0	0	0	0	0	0	0	0	0	0
Prdm14	0	0	0	0	0	0	0	0	0	0	0	0
Ncoa2	1	0	1	0	0	0	0	0	0	0	0	0
Tram1	1	1	0	1	1	1	1	1	1	1	1	0
Lactb2	0	0	0	0	0	0	0	0	0	1	0	1
Xkr9	0	0	0	0	0	0	0	0	0	0	0	0
Gm5523	0	0	0	0	0	0	0	0	0	0	0	0
Eya1	1	1	1	1	1	0	0	0	1	0	0	0
Msc	1	1	0	0	0	0	0	0	0	0	0	0
Kcnb2	0	0	0	0	0	0	0	0	0	0	0	0
Terf1	1	0	0	0	1	0	1	0	1	0	0	1
Gm106	1	1	0	0	1	1	0	0	1	1	1	1
4930444P10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7	1	1	1	0	0	0	1	1	1	0	0	1
Rdh10	1	0	1	1	0	0	0	0	0	0	0	0
Stau2	1	0	0	0	0	0	0	1	0	0	0	0
Ube2w	1	0	0	0	0	0	1	1	0	0	0	0
Tceb1	1	1	0	1	0	0	1	1	0	0	0	1
D030040B21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tmem70	1	0	0	0	1	0	1	0	0	1	0	0
Ly96	1	0	0	0	0	0	1	1	0	0	0	0
Jph1	0	0	0	0	0	0	0	0	0	0	0	1
Gdap1	0	0	0	0	0	0	0	0	0	0	0	0
Pi15	1	1	0	0	1	1	0	0	1	1	1	1
Crispld1	1	0	1	1	0	0	0	0	0	1	1	0
Tfap2b	0	0	0	0	0	0	0	0	0	0	0	0
Pkhd1	0	0	0	0	0	0	0	0	0	0	0	0
Il17a	0	0	0	0	0	0	0	0	0	0	0	0
Il17f	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3	0	0	0	0	0	0	0	0	0	0	0	0
6720483E21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Paqr8	0	0	0	0	0	0	0	0	0	0	1	0
Efhc1	0	1	0	0	0	0	0	0	0	0	0	0
Tram2	0	0	0	0	0	0	0	0	0	1	0	1
Tmem14a	0	0	0	0	0	0	0	1	0	0	0	0
Gsta3	1	1	0	0	1	1	0	0	1	1	1	1
Gm4956	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1a	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq5	0	0	0	0	0	0	0	0	0	0	0	0
Rims1	0	0	0	0	0	0	0	0	0	0	0	0
Ogfrl1	1	1	0	0	1	1	1	0	1	1	1	1
B3gat2	0	0	0	0	0	0	0	0	0	0	0	0
Smap1	1	1	0	1	0	0	1	1	0	0	1	1
1110058L19Rik	1	1	0	0	0	0	1	0	1	0	0	0
Fam135a	0	0	0	0	0	0	0	1	0	0	0	1
Col9a1	0	0	0	0	0	0	0	0	0	0	0	0
Col19a1	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	1	0	0	0	1	1	1	1	1	1	0	1
Bai3	0	0	0	0	0	0	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	1	1	0	0	0	0	0	0	0	1	0	1
Ptp4a1	1	1	0	0	1	1	1	1	1	1	1	1
Gm4850	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs2	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	0	1	0	0	0	0	0	0	0	0	0	0
1700001G17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Rab23	1	1	0	0	1	1	0	0	1	1	1	0
Bag2	1	0	0	0	0	0	0	0	0	0	0	0
Zfp451	1	1	0	0	0	0	1	1	0	0	0	0
Gm15455	0	0	0	0	0	0	0	0	0	0	0	0
Bend6	1	1	0	0	1	1	0	0	1	1	1	0
Dst	1	1	0	0	1	0	1	1	1	1	0	1
Ccdc115	1	0	0	0	0	0	0	0	1	1	0	1
Imp4	1	0	0	0	0	0	0	1	0	0	0	0
Ptpn18	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	0	0	0	0	0	0	0	0	0	0	0	0
Fam168b	1	0	0	0	0	0	1	1	1	1	0	0
Plekhb2	0	0	0	0	1	1	1	1	1	0	1	1
Hs6st1	0	0	0	0	0	0	0	1	1	0	1	0
Uggt1	1	0	0	0	0	1	1	1	1	1	0	0
Neurl3	0	0	0	0	0	0	0	0	0	0	0	0
Arid5a	1	0	1	0	1	1	1	1	1	1	1	1
4632411B12Rik	1	1	0	0	1	0	1	1	1	0	0	0
Lman2l	0	0	0	0	0	0	1	1	0	1	0	0
Cnnm4	1	1	0	0	0	0	1	1	0	0	0	0
Cnnm3	0	1	0	0	0	0	0	1	0	0	0	0
Ankrd23	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd39	1	0	0	0	0	0	0	0	0	0	0	0
Sema4c	1	1	0	0	1	1	1	0	1	1	1	1
Fam178b	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	1	1	1	0	1	0	1	0	1	1	1	0
Actr1b	1	0	0	0	1	0	0	0	1	1	0	1
4933424G06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Zap70	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131	1	1	0	0	1	1	1	1	1	0	1	1
Inpp4a	1	1	0	0	1	0	1	1	1	1	0	1
6330578E17Rik	1	0	0	0	0	0	1	1	0	0	0	1
Unc50	1	1	0	0	1	0	1	0	0	0	0	1
Mgat4a	0	0	0	0	0	0	0	0	1	1	0	0
4930594C11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010300C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	0	0	0	0	0	0	0	0	0	0	0	0
Lipt1	0	0	0	0	0	0	0	0	0	0	0	0
Mitd1	1	0	0	0	1	0	1	0	1	1	0	1
Mrpl30	1	1	0	0	0	0	1	0	0	0	0	0
Lyg1	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	0	1	0	0	1	1	1	1	1	0	1	1
Eif5b	1	1	0	0	0	0	1	0	0	0	0	0
Rev1	1	1	0	0	0	0	1	1	0	0	0	0
Aff3	1	0	0	0	0	0	1	1	0	0	0	1
Lonrf2	0	0	0	0	0	0	0	0	0	0	0	0
Chst10	0	0	0	0	0	0	0	0	0	1	1	0
Pdcl3	1	0	0	0	1	1	1	1	1	1	1	1
Npas2	1	1	0	1	1	1	1	1	1	1	1	1
Rpl31	1	1	1	0	1	1	1	1	1	0	1	1
Tbc1d8	1	1	0	0	1	0	0	0	1	0	0	0
D1Bwg0212e	1	0	0	0	0	0	1	1	0	1	0	0
Rnf149	1	1	0	0	1	1	1	0	1	1	1	1
Creg2	0	0	0	0	0	0	0	0	0	0	0	0
